Name,N,NsPerOp,AllocedBytesPerOp,AllocsPerOp,MBPerS,Measured,Ord
BenchmarkParseCSVLineFields/10_Fields-12,5836092,198.700000000000,0,0,0.000000000000,1,0
BenchmarkParseCSVLineFields/20_Fields-12,5800834,206.200000000000,0,0,0.000000000000,1,0
BenchmarkParseCSVLineFields/40_Fields-12,5611478,216.600000000000,0,0,0.000000000000,1,0
BenchmarkParseCSVLineFields/80_Fields-12,5352945,227.400000000000,0,0,0.000000000000,1,0
BenchmarkParseCSVLineFields/160_Fields-12,4738449,248.500000000000,0,0,0.000000000000,1,0
BenchmarkParseCSVLineFields/320_Fields-12,4067937,295.600000000000,0,0,0.000000000000,1,0
BenchmarkParseCSVLineFields/640_Fields-12,2803302,426.000000000000,0,0,0.000000000000,1,0
BenchmarkParseCSVLineFields/1280_Fields-12,1950760,619.800000000000,0,0,0.000000000000,1,0
